"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","RelatedTo","LeaseContractLength","PurchaseOption","OfferingClass","Product Family","serviceCode","Location","Location Type","Instance Type","Current Generation","Instance Family","vCPU","Memory","Network Performance","Cache Engine","Storage Media","Group","Group Description","usageType","operation"
"Q2ZETZ3CH9BCPEXE","VG8YD49WWM","Q2ZETZ3CH9BCPEXE.VG8YD49WWM.6YS6EN2CT7","Reserved","ElastiCache, cache.t2.small instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0080000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS GovCloud (US)","AWS Region","cache.t2.small","Yes","Standard","1","1.55 GiB","Low to Moderate","Memcached",,,,"UGW1-NodeUsage:cache.t2.small","CreateCacheCluster:0001"
"K7YXBKX74KSDB7VV","YTVHEVGPBZ","K7YXBKX74KSDB7VV.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","12432","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r3.8xlarge","Yes","Memory optimized","32","237 GiB","10 Gigabit","Memcached",,,,"APS1-NodeUsage:cache.r3.8xlarge","CreateCacheCluster:0001"
"YJJU34XGXBYD5B5W","VG8YD49WWM","YJJU34XGXBYD5B5W.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","1015","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","South America (Sao Paulo)","AWS Region","cache.m1.large","No","Standard","2","7.1 GiB","Moderate","Memcached",,,,"SAE1-NodeUsage:cache.m1.large","CreateCacheCluster:0001"
"4XNTGAU77FY4XHAA","DK9W8XRWES","4XNTGAU77FY4XHAA.DK9W8XRWES.6YS6EN2CT7","Reserved","USD 0.503 per ElastiCache, cache.c1.xlarge instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.5030000000","USD",,"1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.c1.xlarge","No","Compute optimized","8","6.6 GiB","High","Memcached",,,,"APS2-NodeUsage:cache.c1.xlarge","CreateCacheCluster:0001"
"6TGT95N3R82EN45K","JRTCKXETXF","6TGT95N3R82EN45K.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.245 per Gen Purpose M4.4xlarge node hour running Memcached","2016-11-01","0","Inf","Hrs","1.2450000000","USD",,,,,"Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.m4.4xlarge","Yes","Standard","16","60.78 GiB","High","Memcached",,,,"USW2-NodeUsage:cache.m4.4xlarge","CreateCacheCluster:0001"
"3F4TAPFDDJ88HFZE","JRBFQ5DASS","3F4TAPFDDJ88HFZE.JRBFQ5DASS.6YS6EN2CT7","Reserved","USD 0.114 per ElastiCache, cache.m2.xlarge instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.1140000000","USD",,"1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m2.xlarge","No","Memory optimized","2","16.7 GiB","Moderate","Memcached",,,,"EU-NodeUsage:cache.m2.xlarge","CreateCacheCluster:0001"
"SCKDUAGX5NGATV5E","VHSX6N8RTZ","SCKDUAGX5NGATV5E.VHSX6N8RTZ.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","940","USD",,"3yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.c1.xlarge","No","Compute optimized","8","6.6 GiB","High","Memcached",,,,"APS1-NodeUsage:cache.c1.xlarge","CreateCacheCluster:0001"
"8P6XGP466KJXTRFK","VG8YD49WWM","8P6XGP466KJXTRFK.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","1698","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.m4.xlarge","Yes","Standard","4","14.28 GiB","High","Redis",,,,"USW1-NodeUsage:cache.m4.xlarge","CreateCacheCluster:0002"
"4EVZS4Y8WW5AE7K8","JRTCKXETXF","4EVZS4Y8WW5AE7K8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.028 per Enhanced High Memory 4xLarge Cache node-hour (or partial hour) running Redis","2016-11-01","0","Inf","Hrs","2.0280000000","USD",,,,,"Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.r3.4xlarge","Yes","Memory optimized","16","118 GiB","High","Redis",,,,"USW1-NodeUsage:cache.r3.4xlarge","CreateCacheCluster:0002"
"EPP8FFPEJUN6N6E6","VG8YD49WWM","EPP8FFPEJUN6N6E6.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","207","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Tokyo)","AWS Region","cache.m1.small","No","Standard","1","1.3 GiB","Low","Redis",,,,"APN1-NodeUsage:cache.m1.small","CreateCacheCluster:0002"
"Y42KUBC7XZVRTUQR","YTVHEVGPBZ","Y42KUBC7XZVRTUQR.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","8156","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (Frankfurt)","AWS Region","cache.m4.10xlarge","Yes","Standard","40","154.64 GiB","10 Gigabit","Memcached",,,,"EUC1-NodeUsage:cache.m4.10xlarge","CreateCacheCluster:0001"
"HCZB324G8CKR4Y93","YTVHEVGPBZ","HCZB324G8CKR4Y93.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","539","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.m1.large","No","Standard","2","7.1 GiB","Moderate","Redis",,,,"APS1-NodeUsage:cache.m1.large","CreateCacheCluster:0002"
"JWZ8YDWGV4RVC7KU","JRTCKXETXF","JWZ8YDWGV4RVC7KU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.220 per Gen Purpose M4.large node hour running Memcached","2016-11-01","0","Inf","Hrs","0.2200000000","USD",,,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Mumbai)","AWS Region","cache.m4.large","Yes","Standard","2","6.42 GiB","Moderate","Memcached",,,,"APS3-NodeUsage:cache.m4.large","CreateCacheCluster:0001"
"MTJTWBRW59QXWR8D","YTVHEVGPBZ","MTJTWBRW59QXWR8D.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m4.xlarge instance-hours used this month","2016-09-30","0","Inf","Hrs","0.1120000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.m4.xlarge","Yes","Standard","4","14.28 GiB","High","Redis",,,,"USW2-NodeUsage:cache.m4.xlarge","CreateCacheCluster:0002"
"WV6HECTPTV36ZXYU","VG8YD49WWM","WV6HECTPTV36ZXYU.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","5928","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.r3.2xlarge","Yes","Memory optimized","8","58.2 GiB","High","Redis",,,,"APS2-NodeUsage:cache.r3.2xlarge","CreateCacheCluster:0002"
"YY5CDBATHY897CWT","VG8YD49WWM","YY5CDBATHY897CWT.VG8YD49WWM.6YS6EN2CT7","Reserved","ElastiCache, cache.c1.xlarge instance-hours used this month","2015-10-31","0","Inf","Hrs","0.1640000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.c1.xlarge","No","Compute optimized","8","6.6 GiB","High","Memcached",,,,"USW2-NodeUsage:cache.c1.xlarge","CreateCacheCluster:0001"
"KH3JWAP8DMC4TMQF","JRTCKXETXF","KH3JWAP8DMC4TMQF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.052 per T2 Small Cache node-hour (or partial hour) running Memcached","2016-11-01","0","Inf","Hrs","0.0520000000","USD",,,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.t2.small","Yes","Standard","1","1.55 GiB","Low to Moderate","Memcached",,,,"APS2-NodeUsage:cache.t2.small","CreateCacheCluster:0001"
"NCV7ZTS3S5Z9AZ4A","YTVHEVGPBZ","NCV7ZTS3S5Z9AZ4A.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","8904","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.m4.10xlarge","Yes","Standard","40","154.64 GiB","10 Gigabit","Redis",,,,"APS2-NodeUsage:cache.m4.10xlarge","CreateCacheCluster:0002"
"N5PCP6BFGHHKT44Z","VG8YD49WWM","N5PCP6BFGHHKT44Z.VG8YD49WWM.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.large instance-hours used this month","2016-09-30","0","Inf","Hrs","0.0510000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Seoul)","AWS Region","cache.m4.large","Yes","Standard","2","6.42 GiB","Moderate","Memcached",,,,"APN2-NodeUsage:cache.m4.large","CreateCacheCluster:0001"
"NCWWVVDCPSQAXCRS","JRBFQ5DASS","NCWWVVDCPSQAXCRS.JRBFQ5DASS.6YS6EN2CT7","Reserved","USD 0.046 per Redis, cache.m1.medium instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.0460000000","USD",,"1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.m1.medium","No","Standard","1","3.35 GiB","Moderate","Redis",,,,"NodeUsage:cache.m1.medium","CreateCacheCluster:0002"
"BQ65NWFSUFVTM9V6","DK9W8XRWES","BQ65NWFSUFVTM9V6.DK9W8XRWES.6YS6EN2CT7","Reserved","USD 0.013 per ElastiCache, cache.t1.micro instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.0130000000","USD",,"1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.t1.micro","No","Micro","1","0.213 GiB","Very Low","Memcached",,,,"NodeUsage:cache.t1.micro","CreateCacheCluster:0001"
"PCENCUWB7E7QZT6T","VG8YD49WWM","PCENCUWB7E7QZT6T.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","5756","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (Frankfurt)","AWS Region","cache.r3.2xlarge","Yes","Memory optimized","8","58.2 GiB","High","Redis",,,,"EUC1-NodeUsage:cache.r3.2xlarge","CreateCacheCluster:0002"
"H5GD5BUYNFA9PDC7","YTVHEVGPBZ","H5GD5BUYNFA9PDC7.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.t2.micro instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0080000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.t2.micro","Yes","Standard","1","0.555 GiB","Low to Moderate","Redis",,,,"USW1-NodeUsage:cache.t2.micro","CreateCacheCluster:0002"
"DSX8S26XR7SH6NRC","JRTCKXETXF","DSX8S26XR7SH6NRC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.226 per  Large Cache node-hour (or partial hour) running Memcached","2016-11-01","0","Inf","Hrs","0.2260000000","USD",,,,,"Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.m1.large","No","Standard","2","7.1 GiB","Moderate","Memcached",,,,"USW2-NodeUsage:cache.m1.large","CreateCacheCluster:0001"
"C39WE78R2X8NY5UB","VG8YD49WWM","C39WE78R2X8NY5UB.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","106","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (Frankfurt)","AWS Region","cache.t2.micro","Yes","Standard","1","0.555 GiB","Low to Moderate","Memcached",,,,"EUC1-NodeUsage:cache.t2.micro","CreateCacheCluster:0001"
"HTKFBKAAWMVYKFE8","JRTCKXETXF","HTKFBKAAWMVYKFE8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.028 per  Micro Cache node-hour (or partial hour) running Redis","2016-11-01","0","Inf","Hrs","0.0280000000","USD","J4YEWN9YDP2TWJ3K",,,,"Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.t1.micro","No","Micro","1","0.213 GiB","Very Low","Redis",,,,"USW1-NodeUsage:cache.t1.micro","CreateCacheCluster:0002"
"Y25FT6SRCRD2HA4M","JRTCKXETXF","Y25FT6SRCRD2HA4M.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.092 per Enhanced High Memory 2xLarge Cache node-hour (or partial hour) running Memcached","2016-11-01","0","Inf","Hrs","1.0920000000","USD",,,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.r3.2xlarge","Yes","Memory optimized","8","58.2 GiB","High","Memcached",,,,"APS2-NodeUsage:cache.r3.2xlarge","CreateCacheCluster:0001"
"BW2PXN35F5QWKYFJ","JRTCKXETXF","BW2PXN35F5QWKYFJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.749 per  High CPU Extra Large Cache node-hour (or partial hour) running Redis","2016-11-01","0","Inf","Hrs","0.7490000000","USD",,,,,"Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.c1.xlarge","No","Compute optimized","8","6.6 GiB","High","Redis",,,,"EU-NodeUsage:cache.c1.xlarge","CreateCacheCluster:0002"
"R7RZ2TY5JFB8MQ9F","JRBFQ5DASS","R7RZ2TY5JFB8MQ9F.JRBFQ5DASS.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","404","USD",,"1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m1.large","No","Standard","2","7.1 GiB","Moderate","Memcached",,,,"EU-NodeUsage:cache.m1.large","CreateCacheCluster:0001"
"NEPSYWTNMB6466UW","YTVHEVGPBZ","NEPSYWTNMB6466UW.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.r3.4xlarge instance-hours used this month","2015-10-31","0","Inf","Hrs","0.6380000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.r3.4xlarge","Yes","Memory optimized","16","118 GiB","High","Memcached",,,,"USW1-NodeUsage:cache.r3.4xlarge","CreateCacheCluster:0001"
"DEC2CAVTQRDSHS4G","YTVHEVGPBZ","DEC2CAVTQRDSHS4G.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","698","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.r3.large","Yes","Memory optimized","2","13.5 GiB","Moderate","Redis",,,,"USW1-NodeUsage:cache.r3.large","CreateCacheCluster:0002"
"B5S98W29QB6Z5TK8","JRTCKXETXF","B5S98W29QB6Z5TK8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.355 per  High Memory Quadruple Extra Large Cache node-hour (or partial hour) running Redis","2016-11-01","0","Inf","Hrs","1.3550000000","USD",,,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.m2.4xlarge","No","Memory optimized","8","68 GiB","High","Redis",,,,"APS2-NodeUsage:cache.m2.4xlarge","CreateCacheCluster:0002"
"EBMR8T9AHRBPPGCE","JRTCKXETXF","EBMR8T9AHRBPPGCE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.904 per Gen Purpose M4.2xlarge node hour running Redis","2016-11-01","0","Inf","Hrs","0.9040000000","USD",,,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Tokyo)","AWS Region","cache.m4.2xlarge","Yes","Standard","8","29.7 GiB","High","Redis",,,,"APN1-NodeUsage:cache.m4.2xlarge","CreateCacheCluster:0002"
"UT86H3UBJHXFZPZH","YTVHEVGPBZ","UT86H3UBJHXFZPZH.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m1.large instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0690000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.m1.large","No","Standard","2","7.1 GiB","Moderate","Redis",,,,"USW2-NodeUsage:cache.m1.large","CreateCacheCluster:0002"
"BUH5VUJ684PC9X6B","VHSX6N8RTZ","BUH5VUJ684PC9X6B.VHSX6N8RTZ.6YS6EN2CT7","Reserved","USD 0.13 per Redis, cache.m1.large instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.1300000000","USD",,"3yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m1.large","No","Standard","2","7.1 GiB","Moderate","Redis",,,,"EU-NodeUsage:cache.m1.large","CreateCacheCluster:0002"
"F93DXZNTUZPUYW57","JRTCKXETXF","F93DXZNTUZPUYW57.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.071 per  Small Cache node-hour (or partial hour) running Memcached","2016-11-01","0","Inf","Hrs","0.0710000000","USD",,,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Tokyo)","AWS Region","cache.m1.small","No","Standard","1","1.3 GiB","Low","Memcached",,,,"APN1-NodeUsage:cache.m1.small","CreateCacheCluster:0001"
"6XWPVBQPXKK2TPHN","YTVHEVGPBZ","6XWPVBQPXKK2TPHN.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.10xlarge instance-hours used this month","2016-09-30","0","Inf","Hrs","1.1250000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.m4.10xlarge","Yes","Standard","40","154.64 GiB","10 Gigabit","Memcached",,,,"USW2-NodeUsage:cache.m4.10xlarge","CreateCacheCluster:0001"
"NHM9WRV9FFJZ5H6E","VG8YD49WWM","NHM9WRV9FFJZ5H6E.VG8YD49WWM.6YS6EN2CT7","Reserved","Redis, cache.m4.4xlarge instance-hours used this month","2016-09-30","0","Inf","Hrs","0.4260000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (Frankfurt)","AWS Region","cache.m4.4xlarge","Yes","Standard","16","60.78 GiB","High","Redis",,,,"EUC1-NodeUsage:cache.m4.4xlarge","CreateCacheCluster:0002"
"DB7SJ84SHN594X5Y","JRTCKXETXF","DB7SJ84SHN594X5Y.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.425 per  Enhanced Extra Large Cache node-hour (or partial hour) running Redis","2016-11-01","0","Inf","Hrs","0.4250000000","USD",,,,,"Cache Instance","AmazonElastiCache","AWS GovCloud (US)","AWS Region","cache.m3.xlarge","Yes","Standard","4","13.3 GiB","High","Redis",,,,"UGW1-NodeUsage:cache.m3.xlarge","CreateCacheCluster:0002"
"U3TJPZ3AFF5RZYYH","KGRZ3REEDN","U3TJPZ3AFF5RZYYH.KGRZ3REEDN.6YS6EN2CT7","Reserved","USD 0.088 per Redis, cache.m2.xlarge instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.0880000000","USD",,"3yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m2.xlarge","No","Memory optimized","2","16.7 GiB","Moderate","Redis",,,,"EU-NodeUsage:cache.m2.xlarge","CreateCacheCluster:0002"
"Z4AXR5NW9A6CEEA9","VG8YD49WWM","Z4AXR5NW9A6CEEA9.VG8YD49WWM.6YS6EN2CT7","Reserved","Redis, cache.r3.2xlarge instance-hours used this month","2016-09-30","0","Inf","Hrs","0.2709890000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Mumbai)","AWS Region","cache.r3.2xlarge","Yes","Memory optimized","8","58.2 GiB","High","Redis",,,,"APS3-NodeUsage:cache.r3.2xlarge","CreateCacheCluster:0002"
"NAFH8QQ3NQHCZ7DK","KGRZ3REEDN","NAFH8QQ3NQHCZ7DK.KGRZ3REEDN.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","176","USD",,"3yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.m1.small","No","Standard","1","1.3 GiB","Low","Redis",,,,"APS1-NodeUsage:cache.m1.small","CreateCacheCluster:0002"
"PFSACVF8GJ6ZTUH8","YTVHEVGPBZ","PFSACVF8GJ6ZTUH8.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m1.small instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0220000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.m1.small","No","Standard","1","1.3 GiB","Low","Redis",,,,"APS2-NodeUsage:cache.m1.small","CreateCacheCluster:0002"
"TEKCZZ47V9EVMKS8","YTVHEVGPBZ","TEKCZZ47V9EVMKS8.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.c1.xlarge instance-hours used this month","2015-10-31","0","Inf","Hrs","0.2950000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Tokyo)","AWS Region","cache.c1.xlarge","No","Compute optimized","8","6.6 GiB","High","Memcached",,,,"APN1-NodeUsage:cache.c1.xlarge","CreateCacheCluster:0001"
"FFFE4AKKQ8YTFCY4","VG8YD49WWM","FFFE4AKKQ8YTFCY4.VG8YD49WWM.6YS6EN2CT7","Reserved","Redis, cache.t2.medium instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0280000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Tokyo)","AWS Region","cache.t2.medium","Yes","Standard","2","3.22 GiB","Low to Moderate","Redis",,,,"APN1-NodeUsage:cache.t2.medium","CreateCacheCluster:0002"
"W3TX4U2BAQV5Y6Z7","VG8YD49WWM","W3TX4U2BAQV5Y6Z7.VG8YD49WWM.6YS6EN2CT7","Reserved","Redis, cache.c1.xlarge instance-hours used this month","2015-10-31","0","Inf","Hrs","0.2450000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Tokyo)","AWS Region","cache.c1.xlarge","No","Compute optimized","8","6.6 GiB","High","Redis",,,,"APN1-NodeUsage:cache.c1.xlarge","CreateCacheCluster:0002"
"RBANNEBPGMJMP4AH","YTVHEVGPBZ","RBANNEBPGMJMP4AH.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.r3.2xlarge instance-hours used this month","2016-09-30","0","Inf","Hrs","0.4370000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Seoul)","AWS Region","cache.r3.2xlarge","Yes","Memory optimized","8","58.2 GiB","High","Memcached",,,,"APN2-NodeUsage:cache.r3.2xlarge","CreateCacheCluster:0001"
"V4T9YXZK6H8FKAMN","YTVHEVGPBZ","V4T9YXZK6H8FKAMN.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m4.xlarge instance-hours used this month","2016-09-30","0","Inf","Hrs","0.1120000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US East (Ohio)","AWS Region","cache.m4.xlarge","Yes","Standard","4","14.28 GiB","High","Redis",,,,"USE2-NodeUsage:cache.m4.xlarge","CreateCacheCluster:0002"
"GFYRTPJMDRZ24ZP2","YTVHEVGPBZ","GFYRTPJMDRZ24ZP2.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.10xlarge instance-hours used this month","2016-09-30","0","Inf","Hrs","1.5500000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.m4.10xlarge","Yes","Standard","40","154.64 GiB","10 Gigabit","Memcached",,,,"USW1-NodeUsage:cache.m4.10xlarge","CreateCacheCluster:0001"
"438WNASSRJ7QA5TA","JRTCKXETXF","438WNASSRJ7QA5TA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.965 per  Enhanced Double Extra Large Cache node-hour (or partial hour) running Memcached","2016-11-01","0","Inf","Hrs","0.9650000000","USD",,,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.m3.2xlarge","Yes","Standard","8","27.9 GiB","High","Memcached",,,,"APS2-NodeUsage:cache.m3.2xlarge","CreateCacheCluster:0001"
"6FM29UN82YEAX5KP","VG8YD49WWM","6FM29UN82YEAX5KP.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","1944","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","South America (Sao Paulo)","AWS Region","cache.m2.2xlarge","No","Memory optimized","4","33.8 GiB","Moderate","Redis",,,,"SAE1-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0002"
"SCKDUAGX5NGATV5E","KGRZ3REEDN","SCKDUAGX5NGATV5E.KGRZ3REEDN.6YS6EN2CT7","Reserved","USD 0.297 per ElastiCache, cache.c1.xlarge instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.2970000000","USD",,"3yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.c1.xlarge","No","Compute optimized","8","6.6 GiB","High","Memcached",,,,"APS1-NodeUsage:cache.c1.xlarge","CreateCacheCluster:0001"
"YDS3N52V8RH2QNZM","VHSX6N8RTZ","YDS3N52V8RH2QNZM.VHSX6N8RTZ.6YS6EN2CT7","Reserved","USD 0.147 per ElastiCache, cache.m2.xlarge instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.1470000000","USD",,"3yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.m2.xlarge","No","Memory optimized","2","16.7 GiB","Moderate","Memcached",,,,"APS1-NodeUsage:cache.m2.xlarge","CreateCacheCluster:0001"
"JT2K8VBZ2STD75QP","YTVHEVGPBZ","JT2K8VBZ2STD75QP.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","51","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.t2.micro","Yes","Standard","1","0.555 GiB","Low to Moderate","Memcached",,,,"USW2-NodeUsage:cache.t2.micro","CreateCacheCluster:0001"
"7RP2RSS3JHARMQQS","VG8YD49WWM","7RP2RSS3JHARMQQS.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",,,"Quantity","6712","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (London)","AWS Region","cache.m4.4xlarge","Yes","Standard","16","60.78 GiB","High","Memcached",,,,"EUW2-NodeUsage:cache.m4.4xlarge","CreateCacheCluster:0001"
"H2T225SWPBPB2XNB","YTVHEVGPBZ","H2T225SWPBPB2XNB.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.t2.medium instance-hours used this month","2016-09-30","0","Inf","Hrs","0.0455610000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Mumbai)","AWS Region","cache.t2.medium","Yes","Standard","2","3.22 GiB","Low to Moderate","Redis",,,,"APS3-NodeUsage:cache.t2.medium","CreateCacheCluster:0002"
