"","Location","SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","LeaseContractLength","PurchaseOption","OfferingClass","Product.Family","serviceCode","Location.Type","Instance.Type","Current.Generation","Instance.Family","vCPU","Physical.Processor","Clock.Speed","Memory","Storage","Network.Performance","Processor.Architecture","Storage.Media","Volume.Type","Max.Volume.Size","Max.IOPS.volume","Max.IOPS.Burst.Performance","Max.throughput.volume","Provisioned","Tenancy","EBS.Optimized","Operating.System","License.Model","Group","Group.Description","Transfer.Type","From.Location","From.Location.Type","To.Location","To.Location.Type","usageType","operation","Comments","Dedicated.EBS.Throughput","ECU","Enhanced.Networking.Supported","GPU","Instance.Capacity...10xlarge","Instance.Capacity...16xlarge","Instance.Capacity...2xlarge","Instance.Capacity...32xlarge","Instance.Capacity...4xlarge","Instance.Capacity...8xlarge","Instance.Capacity...large","Instance.Capacity...medium","Instance.Capacity...xlarge","Intel.AVX.Available","Intel.AVX2.Available","Intel.Turbo.Available","Normalization.Size.Factor","Physical.Cores","Pre.Installed.S.W","Processor.Features","serviceName","Region","Endpoint","Protocol"
"459","Asia Pacific (Singapore)","EMJATC8PDQX9C4D2","HU7G6KETJZ","EMJATC8PDQX9C4D2.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), m2.xlarge reserved instance applied","2015-04-30",0,Inf,"Hrs",0.078,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m2.xlarge","No","Memory optimized",2,"Intel Xeon Family","","17.1 GiB","1 x 420","Moderate","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:m2.xlarge","RunInstances","","","6.5","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",8,NA,NA,"","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"460","Asia Pacific (Singapore)","6R4QVUNHTJVS9J2S","HU7G6KETJZ","6R4QVUNHTJVS9J2S.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-04-30",NA,NA,"Quantity",135,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m1.small","No","General purpose",1,"Intel Xeon Family","","1.7 GiB","1 x 160","Low","32-bit or 64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS1-BoxUsage","RunInstances","","","Variable","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,NA,NA,"","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"461","Asia Pacific (Singapore)","YJV536N9UXG3N6N3","HU7G6KETJZ","YJV536N9UXG3N6N3.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), i3.16xlarge reserved instance applied","2017-02-28",0,Inf,"Hrs",1.945,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","i3.16xlarge","Yes","Storage optimized",64,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","488 GiB","8 x 1.9 NVMe SSD","20 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:i3.16xlarge","RunInstances","","14000 Mbps","27","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",128,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"462","Asia Pacific (Singapore)","NYDC3MQ4HXYCHRE7","HU7G6KETJZ","NYDC3MQ4HXYCHRE7.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), i3.large reserved instance applied","2017-02-28",0,Inf,"Hrs",0.061,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","i3.large","Yes","Storage optimized",2,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","15.25 GiB","1 x 0.475 NVMe SSD","Up to 10 Gigabit","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS1-BoxUsage:i3.large","RunInstances","","425 Mbps","13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",4,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"463","Asia Pacific (Singapore)","RV2VQCBUAEMH5TBQ","HU7G6KETJZ","RV2VQCBUAEMH5TBQ.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), m3.large reserved instance applied","2015-04-30",0,Inf,"Hrs",0.068,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m3.large","Yes","General purpose",2,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","7.5 GiB","1 x 32 SSD","Moderate","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:m3.large","RunInstances","","","6.5","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",4,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"464","Asia Pacific (Singapore)","YSKUUH777M98DWE4","HU7G6KETJZ","YSKUUH777M98DWE4.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), m3.large reserved instance applied","2015-04-30",0,Inf,"Hrs",0.062,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m3.large","Yes","General purpose",2,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","7.5 GiB","1 x 32 SSD","Moderate","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS1-BoxUsage:m3.large","RunInstances","","","6.5","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",4,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"465","Asia Pacific (Singapore)","SYPG9DBABK9XS8DE","HU7G6KETJZ","SYPG9DBABK9XS8DE.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), x1.32xlarge reserved instance applied","2016-06-30",0,Inf,"Hrs",5.675,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","x1.32xlarge","Yes","Memory optimized",128,"High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","1,952 Gib","2 x 1,920","High","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:x1.32xlarge","RunInstances","","","349","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes",256,NA,NA,"","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"466","Asia Pacific (Singapore)","KYRZ7Z5Q3DMRX6Z8","HU7G6KETJZ","KYRZ7Z5Q3DMRX6Z8.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), m1.small reserved instance applied","2015-04-30",0,Inf,"Hrs",0.02,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m1.small","No","General purpose",1,"Intel Xeon Family","","1.7 GiB","1 x 160","Low","32-bit or 64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage","RunInstances","","","Variable","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,NA,NA,"","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"467","Asia Pacific (Singapore)","DK6FJW8STXUGW6PA","HU7G6KETJZ","DK6FJW8STXUGW6PA.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-04-30",NA,NA,"Quantity",16308,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","g2.8xlarge","Yes","GPU instance",32,"Intel Xeon E5-2670 (Sandy Bridge)","2.6 GHz","60 GiB","2 x 120 SSD","10 Gigabit","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS1-BoxUsage:g2.8xlarge","RunInstances","","","104","",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",64,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"468","Asia Pacific (Singapore)","WWNCDS8M4BV5TZ4W","HU7G6KETJZ","WWNCDS8M4BV5TZ4W.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), i3.2xlarge reserved instance applied","2017-02-28",0,Inf,"Hrs",0.243,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","i3.2xlarge","Yes","Storage optimized",8,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","61 GiB","1 x 1.9 NVMe SSD","Up to 10 Gigabit","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS1-BoxUsage:i3.2xlarge","RunInstances","","1750 Mbps","53","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"469","Asia Pacific (Singapore)","MFGUBMTK5A9REQDM","HU7G6KETJZ","MFGUBMTK5A9REQDM.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), r4.8xlarge reserved instance applied","2017-03-31",0,Inf,"Hrs",0.768,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","r4.8xlarge","Yes","Memory optimized",32,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","244 GiB","EBS only","10 Gigabit","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS1-BoxUsage:r4.8xlarge","RunInstances","","6000 Mbps","7","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",64,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"470","Asia Pacific (Singapore)","FHVBG3P7JZEA3NAV","HU7G6KETJZ","FHVBG3P7JZEA3NAV.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), m3.2xlarge reserved instance applied","2016-10-31",0,Inf,"Hrs",0.273,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m3.2xlarge","Yes","General purpose",8,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","30 GiB","2 x 80 SSD","High","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:m3.2xlarge","RunInstances","","","26","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"471","Asia Pacific (Singapore)","8CSE695WEMCC8PZ8","HU7G6KETJZ","8CSE695WEMCC8PZ8.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), m4.2xlarge reserved instance applied","2017-04-30",0,Inf,"Hrs",0.1628,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m4.2xlarge","Yes","General purpose",8,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","32 GiB","EBS only","High","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:m4.2xlarge","RunInstances","","1000 Mbps","26","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX; Intel AVX2; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"472","Asia Pacific (Singapore)","Y7SVJPZJBCPU3PRB","HU7G6KETJZ","Y7SVJPZJBCPU3PRB.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), r4.4xlarge reserved instance applied","2017-02-28",0,Inf,"Hrs",0.422,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","r4.4xlarge","Yes","Memory optimized",16,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","122 GiB","EBS only","Up to 10 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:r4.4xlarge","RunInstances","","3000 Mbps","99","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",32,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"473","Asia Pacific (Singapore)","J7XVM5NMTC3YYPTF","HU7G6KETJZ","J7XVM5NMTC3YYPTF.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-04-30",NA,NA,"Quantity",297,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m1.medium","No","General purpose",1,"Intel Xeon Family","","3.75 GiB","1 x 410","Moderate","32-bit or 64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:m1.medium","RunInstances","","","2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,NA,NA,"","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"474","Asia Pacific (Singapore)","S537EN482QUQK6Z8","HU7G6KETJZ","S537EN482QUQK6Z8.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2017-02-28",NA,NA,"Quantity",2343,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","i3.2xlarge","Yes","Storage optimized",8,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","61 GiB","1 x 1.9 NVMe SSD","Up to 10 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:i3.2xlarge","RunInstances","","1750 Mbps","53","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"475","Asia Pacific (Singapore)","Y7SVJPZJBCPU3PRB","HU7G6KETJZ","Y7SVJPZJBCPU3PRB.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2017-02-28",NA,NA,"Quantity",3700,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","r4.4xlarge","Yes","Memory optimized",16,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","122 GiB","EBS only","Up to 10 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:r4.4xlarge","RunInstances","","3000 Mbps","99","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",32,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"476","Asia Pacific (Singapore)","J23MFJ7UXYN9HFKS","HU7G6KETJZ","J23MFJ7UXYN9HFKS.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), t2.medium reserved instance applied","2016-11-30",0,Inf,"Hrs",0.022,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","t2.medium","Yes","General purpose",2,"Intel Xeon Family","Up to 3.3 GHz","4 GiB","EBS only","Low to Moderate","32-bit or 64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS1-BoxUsage:t2.medium","RunInstances","","","Variable","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"477","Asia Pacific (Singapore)","57M4AZ4NRYTPT6NM","HU7G6KETJZ","57M4AZ4NRYTPT6NM.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-06-30",NA,NA,"Quantity",49713,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","x1.32xlarge","Yes","Memory optimized",128,"High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","1,952 Gib","2 x 1,920","High","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS1-BoxUsage:x1.32xlarge","RunInstances","","","349","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes",256,NA,NA,"","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"478","Asia Pacific (Singapore)","NTBRZKEHX2V2XZAN","HU7G6KETJZ","NTBRZKEHX2V2XZAN.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",NA,NA,"Quantity",1430,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","c4.2xlarge","Yes","Compute optimized",8,"Intel Xeon E5-2666 v3 (Haswell)","2.9 GHz","15 GiB","EBS only","High","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:c4.2xlarge","RunInstances","","1000 Mbps","31","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX; Intel AVX2; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"479","Asia Pacific (Singapore)","87MB2MHCHGHRR3AN","HU7G6KETJZ","87MB2MHCHGHRR3AN.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2017-07-31",NA,NA,"Quantity",20937,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","g3.16xlarge","Yes","GPU instance",64,"Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","488 GiB","EBS only","20 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:g3.16xlarge","RunInstances","","14000 Mbps","188","Yes",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes",128,NA,NA,"Intel AVX, Intel AVX2, Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"480","Asia Pacific (Singapore)","JAQKBJZV34JSH3K9","HU7G6KETJZ","JAQKBJZV34JSH3K9.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2017-07-31",NA,NA,"Quantity",43089,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","p2.8xlarge","Yes","GPU instance",32,"Intel Xeon E5-2686 v4 (Broadwell)","","488 GiB","EBS only","10 Gigabit","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS1-BoxUsage:p2.8xlarge","RunInstances","","","94","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",64,NA,NA,"","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"481","Asia Pacific (Singapore)","BVAMVPXBSFZQGQ73","HU7G6KETJZ","BVAMVPXBSFZQGQ73.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), i2.xlarge reserved instance applied","2015-04-30",0,Inf,"Hrs",0.245,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","i2.xlarge","No","Storage optimized",4,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","30.5 GiB","1 x 800 SSD","Moderate","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:i2.xlarge","RunInstances","","","14","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",8,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"482","Asia Pacific (Singapore)","C2M8C92VRZKQYAUR","HU7G6KETJZ","C2M8C92VRZKQYAUR.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-04-30",NA,NA,"Quantity",3137,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","c3.4xlarge","Yes","Compute optimized",16,"Intel Xeon E5-2680 v2 (Ivy Bridge)","2.8 GHz","30 GiB","2 x 160 SSD","High","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:c3.4xlarge","RunInstances","","","55","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",32,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"483","Asia Pacific (Singapore)","PJ8AKRU5VVMS9DFN","HU7G6KETJZ","PJ8AKRU5VVMS9DFN.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",1426,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","c3.2xlarge","Yes","Compute optimized",8,"Intel Xeon E5-2680 v2 (Ivy Bridge)","2.8 GHz","15 GiB","2 x 80 SSD","High","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS1-BoxUsage:c3.2xlarge","RunInstances","","","28","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",16,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"484","Asia Pacific (Singapore)","Y3RWQDFC7G8TZ3A8","HU7G6KETJZ","Y3RWQDFC7G8TZ3A8.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), m2.4xlarge reserved instance applied","2015-04-30",0,Inf,"Hrs",0.286,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m2.4xlarge","No","Memory optimized",8,"Intel Xeon Family","","68.4 GiB","2 x 840","High","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS1-BoxUsage:m2.4xlarge","RunInstances","","","26","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",32,NA,NA,"","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"485","Asia Pacific (Singapore)","G9Z5RTPAVX5KWH4Z","HU7G6KETJZ","G9Z5RTPAVX5KWH4Z.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), c3.xlarge reserved instance applied","2015-04-30",0,Inf,"Hrs",0.088,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","c3.xlarge","Yes","Compute optimized",4,"Intel Xeon E5-2680 v2 (Ivy Bridge)","2.8 GHz","7.5 GiB","2 x 40 SSD","Moderate","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS1-BoxUsage:c3.xlarge","RunInstances","","","14","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",8,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"486","Asia Pacific (Singapore)","N2Z45TZBCZV62KUM","HU7G6KETJZ","N2Z45TZBCZV62KUM.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), c3.8xlarge reserved instance applied","2015-04-30",0,Inf,"Hrs",0.707,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","c3.8xlarge","Yes","Compute optimized",32,"Intel Xeon E5-2680 v2 (Ivy Bridge)","2.8 GHz","60 GiB","2 x 320 SSD","10 Gigabit","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:c3.8xlarge","RunInstances","","","108","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",64,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"487","Asia Pacific (Singapore)","KUQ5UHRC5CZ3S3HF","HU7G6KETJZ","KUQ5UHRC5CZ3S3HF.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-04-30",NA,NA,"Quantity",2114,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","d2.xlarge","Yes","Storage optimized",4,"Intel Xeon E5-2676v3 (Haswell)","2.4 GHz","30.5 GiB","3 x 2000 HDD","Moderate","64-bit","","","","","","","","Dedicated","","Linux","No License required","","","","","","","","APS1-DedicatedUsage:d2.xlarge","RunInstances","","","14","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",8,NA,NA,"Intel AVX; Intel AVX2; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"488","Asia Pacific (Singapore)","2B4AFZB6SYHMPZGS","HU7G6KETJZ","2B4AFZB6SYHMPZGS.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-04-30",NA,NA,"Quantity",539,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","m1.large","No","General purpose",2,"Intel Xeon Family","","7.5 GiB","2 x 420","Moderate","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS1-BoxUsage:m1.large","RunInstances","","","4","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",4,NA,NA,"","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"489","Asia Pacific (Singapore)","UKY8RWKR7MVYC863","HU7G6KETJZ","UKY8RWKR7MVYC863.HU7G6KETJZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), c3.4xlarge reserved instance applied","2015-04-30",0,Inf,"Hrs",0.354,"USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","AWS Region","c3.4xlarge","Yes","Compute optimized",16,"Intel Xeon E5-2680 v2 (Ivy Bridge)","2.8 GHz","30 GiB","2 x 160 SSD","High","64-bit","","","","","","","","Shared","","Linux","No License required","","","","","","","","APS1-BoxUsage:c3.4xlarge","RunInstances","","","55","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",32,NA,NA,"Intel AVX; Intel Turbo","Amazon Elastic Compute Cloud","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
